,symbol,open_alias,close,high,low,preclose,change,chg,volume,amplitude,mktcap,market,date,tag,ma20,dif,dea,macd,macdp,macdn
1436,IVLU,,26.07,,,,,,,,,,,策略3,25.8005,-0.03800215119668948,-0.06758168464813702,0.029579533451447537,,
1437,FSBC,,25.63,,,,,,,,,,,策略3,23.98950000000001,0.36614759317949463,0.19348859320567321,0.17265899997382142,,
1438,AXDX,,6.88,,,,,,,,,,,策略3,5.8225000000000104,0.04596266283644823,-0.09819906027154693,0.14416172310799516,,
1439,PCPC,,24.48,,,,,,,,,,,策略3,24.369000000000003,0.048947043438001714,0.04693601799976334,0.0020110254382383758,,
1440,GNTY,,36.55,,,,,,,,,,,策略3,34.885000000000005,0.6129124623070155,0.49369823908199056,0.1192142232250249,,
1441,KRT,,22.13,,,,,,,,,,,策略3,20.806499999999993,-0.49427987485011826,-0.7060970252262528,0.21181715037613458,,
1442,QEFA,,76.19,,,,,,,,,,,策略3,76.0085,-0.6377019189513362,-0.7075289514969795,0.06982703254564326,,
1443,EFT,,15.14,,,,,,,,,,,策略3,14.909499999999998,0.02879511422528047,0.00521968299150274,0.02357543123377773,,
1444,ENNV,,9.92,,,,,,,,,,,策略3,9.893500000000001,0.012236101185603587,0.011404463942665729,0.0008316372429378587,,
1445,SFST,,54.61,,,,,,,,,,,策略3,52.333499999999994,0.9552758275111444,0.8350999077263881,0.12017591978475628,,
1446,STXS,,5.97,,,,,,,,,,,策略3,5.595999999999998,-0.22039961632578464,-0.325749518264703,0.10534990193891836,,
1447,ZIXI,,7.6,,,,,,,,,,,策略3,7.3165,0.046317834374835165,0.008861247537600696,0.03745658683723447,,
1448,UVE,,13.65,,,,,,,,,,,策略3,13.118499999999997,0.004531489517326293,-0.1014379131892023,0.10596940270652859,,
1449,IGIC,,8.78,,,,,,,,,,,策略3,8.54800000000001,-0.09293750741374573,-0.1456958455342699,0.05275833812052416,,
1450,ASXC,,1.87,,,,,,,,,,,策略3,1.826499999999998,-0.0719442939553796,-0.09207332141356776,0.020129027458188162,,
1451,CBAH,,9.99,,,,,,,,,,,策略3,9.965999999999998,0.014834650538196215,0.01435600287353371,0.0004786476646625043,,
1452,ROSS,,9.79,,,,,,,,,,,策略3,9.754500000000005,0.006932145356456587,0.005452373201896284,0.0014797721545603028,,
1453,ENOB,,8.28,,,,,,,,,,,策略3,7.140999999999998,0.21963355279438357,0.10990552107725607,0.1097280317171275,,
1454,AEF,,8.32,,,,,,,,,,,策略3,8.2615,-0.08286727612819966,-0.10208944939855427,0.01922217327035461,,
1455,SGU,,10.67,,,,,,,,,,,策略3,10.252500000000008,0.04728264131405879,-0.02264666672900041,0.0699293080430592,,
1456,PTOC,,9.75,,,,,,,,,,,策略3,9.705500000000002,0.011205357663952142,0.008099405553702572,0.0031059521102495703,,
1457,TG,,12.62,,,,,,,,,,,策略3,12.5445,-0.06541290029055169,-0.08564273301723639,0.0202298327266847,,
1458,DTW,,26.13,,,,,,,,,,,策略3,25.995499999999986,-0.012330273107696854,-0.03757405279485327,0.025243779687156416,,
1459,GQRE,,69.35,,,,,,,,,,,策略3,67.37649999999996,-0.09021046899914609,-0.385827060877146,0.29561659187799993,,
1460,EAI,,25.33,,,,,,,,,,,策略3,25.24249999999997,-0.009589740315547601,-0.02627966036358461,0.01668992004803701,,
1461,SMBC,,47.32,,,,,,,,,,,策略3,44.937000000000026,0.6825350276471482,0.42691191382729066,0.2556231138198576,,
1462,PMM,,8.47,,,,,,,,,,,策略3,8.459499999999998,-0.06637268289395948,-0.06710220711025545,0.0007295242162959764,,
1463,LSEA,,8.95,,,,,,,,,,,策略3,8.735500000000004,0.022396508452954933,0.005495516063652022,0.016900992389302913,,
1464,GII,,54.57,,,,,,,,,,,策略3,53.35750000000007,0.1705205374878105,0.06314008100191816,0.10738045648589233,,
1465,FFA,,20.42,,,,,,,,,,,策略3,20.281999999999982,-0.17115075023371773,-0.220860971591757,0.049710221358039264,,
1466,NCZ,,5.34,,,,,,,,,,,策略3,5.270000000000001,-0.013696515279655763,-0.025167724831660306,0.011471209552004542,,
1467,SVFC,,9.83,,,,,,,,,,,策略3,9.808500000000006,0.01172036111242214,0.011129375844250793,0.0005909852681713467,,
1468,ZYXI,,12.57,,,,,,,,,,,策略3,11.663999999999982,-0.35973876135807537,-0.5272490013115284,0.16751023995345304,,
1469,IHE,,184.66,,,,,,,,,,,策略3,184.29349999999982,-1.7750954449936671,-2.046050477288842,0.2709550322951748,,
1470,KVSA,,9.92,,,,,,,,,,,策略3,9.895,0.008807491502656362,0.006622556810141635,0.0021849346925147265,,
1471,ROUS,,41.01,,,,,,,,,,,策略3,40.50449999999999,-0.16543365825145884,-0.2320467246208157,0.06661306636935685,,
1472,ASA,,21.12,,,,,,,,,,,策略3,19.442999999999998,0.05543914163448349,-0.2169350809205764,0.2723742225550599,,
1473,FORE,,9.92,,,,,,,,,,,策略3,9.88399999999999,0.01457463001787751,0.013982882049257846,0.0005917479686196638,,
1474,LCUT,,18.55,,,,,,,,,,,策略3,17.933500000000016,0.1468312639530076,0.12196465579119213,0.024866608161815476,,
1475,CPS,,23.99,,,,,,,,,,,策略3,22.822999999999993,0.10748263184652984,-0.1040834374050014,0.21156606925153124,,
1476,GLO,,12.39,,,,,,,,,,,策略3,12.2935,-0.1344160890355468,-0.15452808515268746,0.02011199611714065,,
1477,STKS,,13.18,,,,,,,,,,,策略3,11.417000000000002,0.4853149426947514,0.31540830389261976,0.16990663880213164,,
1478,PDN,,38.09,,,,,,,,,,,策略3,37.868500000000004,-0.30823209584904276,-0.3463958585034021,0.038163762654359334,,
1479,HDEF,,23.16,,,,,,,,,,,策略3,22.96849999999999,-0.24676145222277768,-0.3191222312441019,0.0723607790213242,,
1480,GROY,,5.46,,,,,,,,,,,策略3,5.210999999999997,0.10518811097465175,0.09413130803355034,0.01105680294110141,,
1481,TPGS,,10.1,,,,,,,,,,,策略3,10.054500000000003,0.02798948212043406,0.026779885873222838,0.001209596247211224,,
1482,SGC,,24.57,,,,,,,,,,,策略3,24.066499999999984,0.14841209060004346,0.10003286218904414,0.048379228410999314,,
1483,IYLD,,24.09,,,,,,,,,,,策略3,24.018999999999995,-0.08927012716314664,-0.10118598985402726,0.011915862690880616,,
1484,EVLO,,8.43,,,,,,,,,,,策略3,7.376499999999996,-0.3080707545453496,-0.508241373347057,0.2001706188017074,,
1485,FNDB,,55.29,,,,,,,,,,,策略3,54.40349999999999,0.033543325683673686,-0.0589859866008479,0.09252931228452159,,
1486,MCR,,8.66,,,,,,,,,,,策略3,8.590499999999995,0.00501297512033716,-0.006752445234110402,0.011765420354447562,,
1487,RDVT,,30.26,,,,,,,,,,,策略3,28.343000000000018,0.23390246455779007,0.0014995927052427124,0.23240287185254735,,
1488,XSW,,179.15,,,,,,,,,,,策略3,174.3225,-0.013959169078702871,-0.4340025874244402,0.42004341834573733,,
1489,FOF,,14.02,,,,,,,,,,,策略3,13.789000000000007,-0.12112331833633228,-0.18680614000085627,0.065682821664524,,
1490,HGEN,,6.51,,,,,,,,,,,策略3,6.279500000000007,-1.255807456459869,-1.663161122534125,0.40735366607425605,,
1491,EWI,,32.7,,,,,,,,,,,策略3,32.094000000000015,-0.0652791652601934,-0.1505563063895763,0.0852771411293829,,
1492,IAI,,109.64,,,,,,,,,,,策略3,106.87100000000007,0.5566700539952336,0.24682067857735246,0.30984937541788116,,
1493,ARDC,,16.54,,,,,,,,,,,策略3,16.412499999999987,0.017828374642238742,0.0073800815738459015,0.01044829306839284,,
1494,ONEQ,,57.59,,,,,,,,,,,策略3,57.02099999999997,-0.39230807622108443,-0.46117488629298414,0.06886681007189971,,
1495,CHPM,,10.04,,,,,,,,,,,策略3,10.021000000000003,0.00826231711682368,0.008095050566017739,0.00016726655080594177,,
1496,AFCG,,23.39,,,,,,,,,,,策略3,22.2345,0.4058848814084506,0.3031767423884101,0.1027081390200405,,
1497,PFM,,37.16,,,,,,,,,,,策略3,36.571999999999996,-0.09402844233937202,-0.17493767554281187,0.08090923320343985,,
1498,RXST,,13.73,,,,,,,,,,,策略3,13.111499999999992,-0.08985083874110167,-0.16369462456476813,0.07384378582366646,,
1499,IWL,,105.97,,,,,,,,,,,策略3,104.85100000000004,-0.5024586280042342,-0.6410662833807423,0.1386076553765081,,
1500,TIPX,,21.15,,,,,,,,,,,策略3,21.10099999999999,-0.020760010731908807,-0.03207353604811976,0.011313525316210951,,
1501,SMLF,,55.22,,,,,,,,,,,策略3,54.58049999999995,-0.064152992393403,-0.11023019054930036,0.046077198155897364,,
1502,UIVM,,49.21,,,,,,,,,,,策略3,49.057500000000005,-0.35804338737651165,-0.3941455169171443,0.03610212954063263,,
1503,OIA,,7.93,,,,,,,,,,,策略3,7.922499999999997,-0.10020374628429085,-0.11092056129179456,0.01071681500750371,,
1504,QQQE,,84.77,,,,,,,,,,,策略3,83.8445,-0.5903141656714865,-0.7061619348261932,0.11584776915470663,,
1505,VRIG,,25.12,,,,,,,,,,,策略3,25.105000000000008,0.0035554133999546877,0.002492418140795508,0.0010629952591591795,,
1506,ALTU,,9.89,,,,,,,,,,,策略3,9.847000000000005,0.015179604492127297,0.010791728936202578,0.004387875555924719,,
1507,SMLV,,115.48,,,,,,,,,,,策略3,113.24099999999994,0.5226272994737116,0.3032118491068998,0.21941545036681176,,
1508,JPEM,,58.35,,,,,,,,,,,策略3,57.91199999999999,-0.24478698025262702,-0.34227834689442027,0.09749136664179325,,
1509,ADMS,,8.08,,,,,,,,,,,策略3,5.462999999999999,0.7308765768435022,0.3327910779044761,0.39808549893902606,,
1510,RYF,,63.92,,,,,,,,,,,策略3,62.30399999999999,0.5250871403979502,0.40423518888009047,0.12085195151785977,,
1511,ATCX,,9.96,,,,,,,,,,,策略3,9.9045,-0.09564446251424918,-0.11677241973530439,0.021127957221055205,,
1512,RYU,,105.59,,,,,,,,,,,策略3,104.19849999999994,-1.016889192817672,-1.3154454932745305,0.29855630045685855,,
1513,RCKY,,51.91,,,,,,,,,,,策略3,49.489499999999964,0.22432027600577698,0.03712830043461724,0.18719197557115974,,
1514,BNFT,,11.2,,,,,,,,,,,策略3,11.046999999999993,-0.2002265333464841,-0.22543752552494287,0.025210992178458763,,
1515,IFGL,,28.78,,,,,,,,,,,策略3,28.559500000000007,-0.3196326974505901,-0.40331100192185254,0.08367830447126245,,
1516,ACV,,35.49,,,,,,,,,,,策略3,34.699999999999974,-0.16289518020301585,-0.28037175166940587,0.11747657146639001,,
1517,HYI,,15.91,,,,,,,,,,,策略3,15.8035,0.00615505368143765,0.004235331464730999,0.0019197222167066513,,
1518,QCLN,,66.94,,,,,,,,,,,策略3,63.737,0.052765990014094655,-0.49677295832279056,0.5495389483368852,,
1519,KMF,,7.76,,,,,,,,,,,策略3,7.3050000000000015,0.08501932724873296,0.03760986949087926,0.0474094577578537,,
1520,ARTNA,,39.01,,,,,,,,,,,策略3,38.35899999999999,0.033844005151067336,-0.015633009925768097,0.04947701507683543,,
1521,MOGO,,5.12,,,,,,,,,,,策略3,4.640500000000001,-0.03225717617748991,-0.14536151497572916,0.11310433879823925,,
1522,PICK,,43.79,,,,,,,,,,,策略3,41.512499999999974,-0.3171236554594543,-0.7404975849339224,0.42337392947446806,,
1523,ATHA,,9.8,,,,,,,,,,,策略3,9.567999999999987,-0.1860469567271199,-0.23673497663661186,0.050688019909491955,,
1524,CND,,10.12,,,,,,,,,,,策略3,10.118000000000006,-0.05138701458750461,-0.053524831671239295,0.002137817083734686,,
1525,CAMP,,10.11,,,,,,,,,,,策略3,10.023500000000004,-0.29286166973609795,-0.34662082478869916,0.053759155052601204,,
1526,TYG,,29.97,,,,,,,,,,,策略3,27.68650000000004,0.6428817342623567,0.38647112811212725,0.2564106061502295,,
1527,NMG,,7.55,,,,,,,,,,,策略3,6.0295000000000005,0.2004004897925391,-0.029146604157243412,0.2295470939497825,,
1528,ITIC,,190.9,,,,,,,,,,,策略3,186.267,1.016602107159855,0.6929338047933642,0.3236683023664908,,
1529,COGT,,9.39,,,,,,,,,,,策略3,8.546999999999992,0.09019962911678903,0.059581251677876354,0.030618377438912672,,
1530,DGNS,,9.97,,,,,,,,,,,策略3,9.943499999999986,0.00723062326848023,0.006056632975239203,0.0011739902932410267,,
1531,HFFG,,6.95,,,,,,,,,,,策略3,6.1949999999999985,0.2400523168812878,0.1793520594914308,0.060700257389857015,,
1532,BRG,,13.68,,,,,,,,,,,策略3,12.723499999999998,0.4221822895278109,0.3729216414140851,0.04926064811372577,,
1533,FYC,,73.24,,,,,,,,,,,策略3,72.24150000000002,0.11307667006130373,0.0949699596873432,0.018106710373960527,,
1534,HRZN,,17.23,,,,,,,,,,,策略3,16.6115,0.07700108696239738,-0.027944505407101115,0.10494559236949849,,
1535,ARRW,,9.74,,,,,,,,,,,策略3,9.690999999999997,0.015580301631873184,0.011973239260534087,0.003607062371339096,,
1536,VRCA,,12.77,,,,,,,,,,,策略3,12.193000000000008,0.2518728945053006,0.23437823128554564,0.017494663219754958,,
1537,BGH,,17.34,,,,,,,,,,,策略3,17.147499999999997,0.05986104083200061,0.04290229758335633,0.016958743248644284,,
1538,POCT,,29.75,,,,,,,,,,,策略3,29.402499999999975,0.09019126444716719,0.06552800300694012,0.02466326144022707,,
1539,AURC,,9.99,,,,,,,,,,,策略3,9.951000000000002,0.0036079894955616254,0.00037385170167038686,0.0032341377938912385,,
1540,AXTI,,8.21,,,,,,,,,,,策略3,8.1225,-0.18087369330928738,-0.2339614346662055,0.05308774135691813,,
1541,EMO,,24.39,,,,,,,,,,,策略3,22.294499999999978,0.6692940166196095,0.45876306072237755,0.21053095589723198,,
1542,ARKQ,,80.44,,,,,,,,,,,策略3,79.447,-0.7752779549141877,-0.9673645419596856,0.19208658704549786,,
1543,LEGO,,11.55,,,,,,,,,,,策略3,10.748500000000002,0.02247678810277698,-0.06919096880899579,0.09166775691177277,,
1544,DEF,,67.93,,,,,,,,,,,策略3,67.07649999999994,-0.3380577240384781,-0.45987082191529416,0.12181309787681605,,
1545,PSF,,28.4,,,,,,,,,,,策略3,28.349000000000007,-0.368955764373581,-0.4597620372422747,0.0908062728686937,,
1546,RING,,27.3,,,,,,,,,,,策略3,25.12349999999999,0.08296804310169748,-0.2649193737066748,0.34788741680837226,,
1547,IBMK,,26.16,,,,,,,,,,,策略3,26.158500000000082,-0.009754515667911079,-0.01195292576575586,0.0021984100978447805,,
1548,CPTK,,9.78,,,,,,,,,,,策略3,9.740000000000002,0.021824716875446626,0.02154232852815719,0.0002823883472894348,,
1549,CBNK,,25.0,,,,,,,,,,,策略3,23.920999999999985,0.459413318009819,0.42433271190611943,0.03508060610369956,,
1550,LOKB,,11.53,,,,,,,,,,,策略3,10.138500000000002,0.19707361166801007,0.0733544106403051,0.12371920102770498,,
1551,VRAI,,26.96,,,,,,,,,,,策略3,25.92199999999999,0.14338067017632738,0.01046700088965958,0.1329136692866678,,
1552,NGL,,2.88,,,,,,,,,,,策略3,2.3550000000000018,0.18147534228332862,0.1544906771941219,0.026984665089206716,,
1553,VRA,,9.89,,,,,,,,,,,策略3,9.71100000000001,-0.21214017525139717,-0.2813870239653002,0.06924684871390302,,
1554,PFIS,,46.5,,,,,,,,,,,策略3,45.531000000000006,0.3307988984924606,0.2668334123240868,0.06396548616837378,,
1555,MQT,,14.69,,,,,,,,,,,策略3,14.617499999999998,-0.03396671913151117,-0.05022455586961394,0.01625783673810277,,
1556,FDD,,14.17,,,,,,,,,,,策略3,14.075499999999995,-0.14626058366436645,-0.1774741974186422,0.031213613754275754,,
1557,IQIN,,33.05,,,,,,,,,,,策略3,32.91349999999997,-0.0932359931252833,-0.10078767277831507,0.007551679653031773,,
1558,TACO,,9.23,,,,,,,,,,,策略3,8.8585,0.11140482896053072,0.07971505874125914,0.03168977021927158,,
1559,IEUS,,70.66,,,,,,,,,,,策略3,70.07249999999999,-0.8389304651923339,-0.9575571571229132,0.11862669193057929,,
1560,WIA,,13.96,,,,,,,,,,,策略3,13.881999999999996,-0.013789010094207299,-0.02983847172780359,0.01604946163359629,,
1561,WOOD,,87.53,,,,,,,,,,,策略3,85.92250000000001,-0.3674590383220959,-0.6531184811217934,0.28565944279969746,,
1562,CVRX,,16.36,,,,,,,,,,,策略3,16.03449999999999,-0.43666936495400677,-0.5653878772617783,0.12871851230777154,,
1563,CVGI,,10.07,,,,,,,,,,,策略3,9.730500000000008,0.10649288778675015,0.08137912313433951,0.025113764652410636,,
1564,RGI,,188.96,,,,,,,,,,,策略3,186.30149999999992,-0.5866025076312837,-0.9153445270381425,0.32874201940685877,,
1565,SMMF,,25.46,,,,,,,,,,,策略3,24.637999999999984,0.3690161169919506,0.336297930562368,0.032718186429582574,,
1566,UNMA,,27.11,,,,,,,,,,,策略3,26.909499999999987,-0.060818803110255004,-0.08078643391986433,0.019967630809609324,,
1567,CTO,,54.03,,,,,,,,,,,策略3,53.895499999999984,-0.18160444038150558,-0.1917804730919103,0.010176032710404709,,
1568,JRS,,11.25,,,,,,,,,,,策略3,10.847499999999995,-0.055869847065439515,-0.12501887517951998,0.06914902811408047,,
1569,PPTA,,5.09,,,,,,,,,,,策略3,4.943499999999999,-0.060502323435608574,-0.0930323438036047,0.032530020367996126,,
1570,GAMB,,10.2,,,,,,,,,,,策略3,9.117999999999997,0.02098704336443369,-0.02793256480116916,0.04891960816560285,,
1571,HFXI,,24.72,,,,,,,,,,,策略3,24.617499999999996,-0.2010922626669185,-0.22245553170633273,0.02136326903941424,,
1572,VPV,,13.33,,,,,,,,,,,策略3,13.28599999999999,-0.031011429421278436,-0.04704055475617275,0.016029125334894312,,
1573,MUE,,14.24,,,,,,,,,,,策略3,14.14849999999999,-0.10826026387820775,-0.13124359734018584,0.02298333346197809,,
1574,VPCB,,9.92,,,,,,,,,,,策略3,9.881999999999996,0.01099570534668537,0.008965990268754925,0.0020297150779304447,,
1575,GAL,,46.44,,,,,,,,,,,策略3,46.015,-0.15239069779941872,-0.20970878008875293,0.057318082289334216,,
1576,TMFC,,41.02,,,,,,,,,,,策略3,40.55,-0.25333011029516683,-0.31261302978031574,0.05928291948514891,,
1577,DNAD,,9.85,,,,,,,,,,,策略3,9.817499999999995,0.010403032979688476,0.007476932342043708,0.0029261006376447678,,
1578,FCT,,12.14,,,,,,,,,,,策略3,12.139000000000006,-0.07223742567277647,-0.08007392832399415,0.007836502651217686,,
1579,INBK,,32.28,,,,,,,,,,,策略3,30.825499999999998,0.5163182629007963,0.38001326483147696,0.13630499806931934,,
1580,EYPT,,11.4,,,,,,,,,,,策略3,10.769500000000004,0.12405019080110158,0.11108748240408618,0.012962708397015396,,
1581,LTPZ,,89.16,,,,,,,,,,,策略3,87.86650000000003,-0.13287562015965193,-0.323689674935034,0.19081405477538205,,
1582,HPX,,9.85,,,,,,,,,,,策略3,9.834000000000001,0.009115731798553739,0.009078644518759546,3.708727979419291e-05,,
1583,NVEC,,65.41,,,,,,,,,,,策略3,64.58400000000005,-0.9091407685655355,-1.2055216281794363,0.2963808596139008,,
1584,PCK,,9.64,,,,,,,,,,,策略3,9.628999999999994,-0.012615564900279708,-0.015841582608863834,0.0032260177085841266,,
1585,IYC,,79.9,,,,,,,,,,,策略3,78.59300000000009,0.015103249682610453,-0.11200434202135698,0.12710759170396743,,
1586,NLTX,,7.54,,,,,,,,,,,策略3,7.236500000000011,-0.11980999350696298,-0.15056630827664202,0.03075631476967905,,
1587,RCLF,,9.77,,,,,,,,,,,策略3,9.725499999999998,0.015438926131023933,0.012422969262680952,0.003015956868342981,,
1588,NUW,,17.0,,,,,,,,,,,策略3,16.962,-0.06630523890998319,-0.07876361438850485,0.01245837547852166,,
1589,POWL,,27.07,,,,,,,,,,,策略3,25.229500000000044,0.17604284740918885,-0.04300866640258274,0.2190515138117716,,
1590,QMCO,,5.45,,,,,,,,,,,策略3,5.2655,-0.08080396367806486,-0.1099191588420531,0.029115195163988236,,
1591,USVM,,72.02,,,,,,,,,,,策略3,70.90350000000002,0.130330268976536,0.043237451462360965,0.08709281751417502,,
1592,CDZI,,7.45,,,,,,,,,,,策略3,7.230499999999992,-0.9083967906571075,-1.1802973703840351,0.2719005797269276,,
1593,NL,,6.29,,,,,,,,,,,策略3,6.078500000000004,-0.00044717393099968916,-0.03407934632790673,0.033632172396907044,,
1594,NML,,5.38,,,,,,,,,,,策略3,5.040999999999999,0.12704628139970175,0.0936455169487629,0.033400764450938855,,
1595,PBP,,23.5,,,,,,,,,,,策略3,23.154500000000002,0.03412324266298583,0.010613840130746146,0.023509402532239685,,
1596,BGT,,13.48,,,,,,,,,,,策略3,13.28500000000001,0.08833659861701193,0.07373680975370421,0.01459978886330772,,
1597,STON,,2.62,,,,,,,,,,,策略3,2.3545,0.03441679871898273,-0.0036044879317658797,0.03802128665074861,,
1598,FCVT,,51.74,,,,,,,,,,,策略3,51.13600000000001,-0.06933252697589154,-0.10702704067830902,0.037694513702417484,,
1599,KIRK,,22.74,,,,,,,,,,,策略3,20.014499999999998,0.6322584530988067,0.3252827949743101,0.30697565812449656,,
1600,CRESY,,5.4,,,,,,,,,,,策略3,5.041999999999997,-0.07032552785194301,-0.13014469341725726,0.05981916556531425,,
1601,MGU,,24.1,,,,,,,,,,,策略3,23.65149999999999,0.024302879598185,-0.040477325072142536,0.06478020467032754,,
1602,EMGF,,51.93,,,,,,,,,,,策略3,51.699000000000034,-0.298806497507492,-0.35544027447544146,0.05663377696794947,,
1603,AGS,,8.47,,,,,,,,,,,策略3,8.005499999999994,0.10692045858331412,0.08451070019999941,0.0224097583833147,,
1604,SPXX,,17.48,,,,,,,,,,,策略3,17.271000000000008,-0.1345876379439126,-0.1898390263791206,0.05525138843520799,,
1605,NATR,,15.02,,,,,,,,,,,策略3,14.790000000000017,-0.28405840862095744,-0.3905219944183058,0.10646358579734838,,
1606,PHT,,10.18,,,,,,,,,,,策略3,9.989999999999998,-0.0667994660659037,-0.1103932198328955,0.0435937537669918,,
1607,FTRP,,5.35,,,,,,,,,,,策略3,4.627500000000003,0.00990634891152542,-0.1021895791002645,0.11209592801178991,,
1608,PVBC,,16.41,,,,,,,,,,,策略3,16.128999999999998,0.07805622179530047,0.051729098275091666,0.026327123520208807,,
1609,ISDX,,30.72,,,,,,,,,,,策略3,30.25800000000001,-0.09322224488669661,-0.16080538098868918,0.06758313610199257,,
1610,IRS,,4.57,,,,,,,,,,,策略3,4.3245000000000005,0.03282306313269334,0.008296324798803434,0.024526738333889908,,
1611,DYNS,,9.99,,,,,,,,,,,策略3,9.903999999999996,0.014275705316585174,0.007292605142491121,0.006983100174094053,,
1612,PCSB,,18.85,,,,,,,,,,,策略3,18.326,0.1612614256036835,0.10467534683825017,0.05658607876543334,,
1613,VIOT,,4.85,,,,,,,,,,,策略3,4.510499999999996,-0.20417482725842184,-0.2483093751930852,0.04413454793466337,,
1614,IMMP,,4.0,,,,,,,,,,,策略3,3.8714999999999984,0.016161008882902728,0.011038043736151304,0.005122965146751424,,
