,symbol,open_alias,close,high,low,change,chg,volume,mktcap
4298,pirs,4.7500,4.7100,4.8000,4.6950,-0.84,-0.0400,392515,314207453
4299,dnad,9.8600,9.8200,9.8600,9.8000,-0.06,-0.0055,6144,313896290
4300,tmfc,40.3800,40.1700,40.6700,40.1600,-0.52,-0.2100,29894,313745897
4301,iacb,9.9200,9.9200,9.9250,9.9000,0.00,0.0000,23003,313720000
4302,gal,45.9400,45.7600,46.0800,45.7600,-0.27,-0.1223,6513,313596803
4303,aftr,9.6500,9.7400,9.7400,9.6500,0.52,0.0500,117239,313506240
4304,dnaa,9.7950,9.8000,9.8200,9.7900,-0.20,-0.0200,49458,313257000
4305,jrs,10.8100,10.8300,10.9200,10.7600,0.46,0.0500,118433,312905460
4306,mci,15.5200,15.4300,15.5200,15.4300,0.33,0.0500,4339,312638046
4307,dnay,10.2600,10.6700,10.6800,10.1000,4.81,0.4900,21158,312542897
4308,hwel,9.7200,9.6900,9.7202,9.6880,-0.62,-0.0600,5737,311896865
4309,xoma,25.5200,27.5700,27.7700,25.4000,6.94,1.7900,37230,311850638
4310,mixt,12.7200,12.7600,12.7600,12.6100,0.00,0.0000,5721,310967580
4311,hciiu,9.9650,9.9500,9.9650,9.9500,-0.40,-0.0400,1001,310937997
4312,pkoh,24.7200,24.4900,24.9500,24.3500,-0.24,-0.0600,13026,310874002
4313,urg,1.5600,1.5900,1.6200,1.5400,2.58,0.0400,1345038,310697198
4314,inbk,31.5300,31.5000,31.8000,31.4300,0.45,0.1400,20275,310405819
4315,ocx,3.3000,3.3500,3.4000,3.2600,1.52,0.0500,236928,310336288
4316,pck,9.6200,9.6300,9.6500,9.5863,0.31,0.0300,21645,309758589
4317,hlbz,10.5700,10.4900,10.8400,10.4000,-3.14,-0.3400,265909,309531461
4318,lokm,0.0000,9.7800,0.0000,0.0000,0.00,0.0000,1,309292500
4319,rclf,9.7500,9.7700,9.7900,9.7200,0.51,0.0500,390307,308976250
4320,prog,1.3700,2.1400,2.1500,1.3600,58.52,0.7900,204604560,308243498
4321,valu,31.0000,32.2300,33.2550,31.0000,2.19,0.6900,14110,308026654
4322,clsd,5.1900,5.1700,5.3399,5.0800,1.37,0.0700,335886,307509366
4323,bsjn,25.2600,25.2200,25.2750,25.2000,-0.24,-0.0600,221769,307343832
4324,iyc,78.8500,78.2500,79.1690,78.2500,-0.67,-0.5300,20738,306673409
4325,oacb,9.8000,9.8100,9.8200,9.8000,-0.10,-0.0100,38288,306562500
4326,cresy,4.9900,5.1800,5.3488,4.9900,2.78,0.1400,135531,306470970
4327,pbe,73.9900,73.6919,74.5700,73.6919,-0.74,-0.5509,1663,306264715
4328,ghl,16.5400,16.0000,16.6414,15.8900,-1.72,-0.2800,66319,306179008
4329,rzv,98.3400,97.2200,99.0796,97.2200,-0.48,-0.4700,30791,306134210
4330,bkcc,4.1000,4.1300,4.1500,4.0900,1.72,0.0700,918901,306040186
4331,inse,12.8500,13.0900,13.5400,12.6850,2.91,0.3700,258237,306027353
4332,asaq,9.7900,9.7900,9.7900,9.7850,-0.31,-0.0300,4417,305937500
4333,ravi,76.1200,76.1018,76.1200,76.0800,-0.03,-0.0241,23287,305810288
4334,tekk,9.8200,9.7700,9.8200,9.7700,-0.51,-0.0500,3148,305312509
4335,ltpz,86.9300,87.0000,87.0100,86.8500,0.10,0.0900,239631,304594221
4336,rlgt,6.2000,6.1000,6.2450,6.0700,-2.09,-0.1300,98092,304502002
4337,expr,4.5100,4.5400,4.7500,4.5000,0.44,0.0200,2644778,304080001
4338,nbn,36.5500,36.9500,38.3100,36.2900,0.98,0.3600,18426,304032729
4339,fbio,3.0100,3.0000,3.0400,2.9500,0.33,0.0100,443655,303185985
4340,frba,15.1900,15.4300,15.8994,15.1900,2.87,0.4300,80624,303034537
4341,bpopn,25.1900,25.2300,25.2400,25.1857,0.32,0.0800,5565,302760000
4342,bwz,31.0900,30.9400,31.0900,30.9000,-0.26,-0.0800,24448,302725220
4343,usvm,71.2000,70.9078,71.7800,70.9078,-0.46,-0.3281,4620,302389858
4344,esgc,0.8015,0.7968,0.8200,0.7900,0.01,0.0001,1389609,301932000
4345,nuw,16.8400,16.7900,16.9000,16.6900,-0.06,-0.0100,6288,301402343
4346,pbp,23.3600,23.1936,23.3700,23.0601,-1.11,-0.2577,8303,301050608
4347,gf,19.1000,19.1100,19.1703,19.1000,-0.18,-0.0350,5191,300997788
4348,athx,1.3100,1.3300,1.3400,1.3000,2.31,0.0300,625103,300919273
4349,ithx,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,1,300909375
4350,bgt,13.4400,13.4500,13.4800,13.4000,0.37,0.0500,85219,300747003
4351,aeacu,10.0224,10.0225,10.0300,10.0050,0.02,0.0025,600,300675000
4352,bkn,17.3000,17.4400,17.5000,17.2050,0.52,0.0900,20359,300091841
4353,ibmj,25.5810,25.5900,25.5995,25.5800,-0.03,-0.0081,8126,299886804
4354,ctso,7.0800,6.9100,7.0948,6.9100,-3.09,-0.2200,131799,299679790
4355,tvc,27.2200,27.4000,27.4700,27.2200,0.51,0.1400,1868,299646400
4356,pht,10.1600,10.2200,10.2500,10.1200,0.99,0.1000,45102,299431712
4357,powl,25.8700,25.5900,26.0500,25.5000,-1.43,-0.3700,23717,299189988
4358,pcb,20.1500,20.1800,20.3300,19.9600,-0.10,-0.0200,16111,299155524
4359,nexi,14.2200,13.2200,14.3600,13.0000,-6.54,-0.9250,32059,299142252
4360,spxx,17.4100,17.3900,17.4700,17.3438,0.17,0.0300,58370,298965002
4361,npv,16.9900,16.6977,16.9900,16.4374,0.53,0.0877,1410,298847102
4362,natr,15.1100,14.9900,15.2150,14.9600,-1.12,-0.1700,55395,298846216
4363,nml,5.2100,5.2700,5.3400,5.1900,1.54,0.0800,200108,298592930
4364,mio,19.7800,19.9000,19.9000,19.7800,0.00,0.0000,3270,298500000
4365,neti,16.0900,16.3700,16.6200,16.0900,2.12,0.3400,41109,298484032
4366,evm,11.9200,11.9300,11.9700,11.9200,0.34,0.0400,27567,298182010
4367,noacu,10.2600,10.3600,10.3600,10.2500,0.97,0.1000,10037,297850000
4368,ctxr,2.0400,2.0400,2.0550,2.0050,0.00,0.0000,1168458,297798035
4369,scor,3.6800,3.6200,3.7667,3.6000,-2.43,-0.0900,214701,297529950
4370,mgu,23.5500,23.9100,23.9100,23.3500,1.49,0.3500,41186,297519135
4371,vate,3.7100,3.8200,3.8800,3.7100,0.79,0.0300,211964,297271616
4372,nl,6.3100,6.0900,6.3749,6.0900,-4.09,-0.2600,8981,297208650
4373,qmco,5.1700,5.1000,5.2600,5.0800,-1.73,-0.0900,155959,296884856
4374,fcvt,50.9900,50.7000,51.0600,50.6211,-0.22,-0.1100,10919,296595101
4375,ppta,4.7100,4.7100,4.8000,4.7000,0.21,0.0100,54046,296411806
4376,gamb,8.8300,8.7600,9.1516,8.7500,-0.34,-0.0300,140521,296144256
4377,jspr,7.9000,7.8100,8.3100,7.6000,-1.88,-0.1500,260446,295345381
4378,clim,9.7400,9.7800,9.7800,9.7400,0.15,0.0150,5283,295233750
4379,gss,2.5800,2.5500,2.6500,2.5500,0.00,0.0000,332088,295098999
4380,dbl,19.7000,19.6900,19.7491,19.6800,-0.35,-0.0700,24322,294798680
4381,immp,3.8400,3.9400,3.9600,3.8000,3.14,0.1200,324729,294772254
4382,nrac,0.0000,9.7600,0.0000,0.0000,0.00,0.0000,1,294630000
4383,nbh,15.7700,15.6400,15.7821,15.6200,-0.82,-0.1300,21174,294490189
4384,bgr,10.2400,10.1100,10.2400,10.0663,0.00,0.0000,174493,294286995
4385,viot,4.2900,4.1900,4.3550,4.1600,-1.64,-0.0700,73897,293949022
4386,isdx,30.4500,30.3100,30.4890,30.2700,0.10,0.0300,5142,293859087
4387,ston,2.5300,2.4900,2.5999,2.4784,-1.97,-0.0500,64295,293849297
4388,ags,8.0300,8.0000,8.1900,7.9400,-1.23,-0.1000,97211,293408056
4389,ftls,49.2800,49.0300,49.3500,48.8800,-0.18,-0.0861,12620,293309570
4390,prof,14.2300,14.3750,14.5500,14.0300,0.95,0.1350,30640,293060278
4391,emgf,51.5100,51.0900,51.5300,51.0900,-1.03,-0.5300,28959,292992004
4392,dbdr,10.1200,10.1200,10.1275,10.1200,-0.10,-0.0100,3991,292923400
4393,eypt,10.2500,10.1800,10.5580,10.1300,-1.26,-0.1300,44735,292878935
4394,txmd,0.6949,0.6907,0.7048,0.6891,0.10,0.0007,1390573,292730627
4395,cdr,21.3000,21.3800,21.7300,21.2700,0.42,0.0900,28324,292721426
4396,cadl,10.7400,10.2000,10.8992,9.8600,-5.03,-0.5400,26618,292636388
4397,irs,4.3000,4.4400,4.5701,4.2800,0.23,0.0100,55251,292466001
4398,pth,156.7400,155.0400,156.8858,155.0400,-1.33,-2.0900,23808,292457843
4399,nuo,15.8615,15.9500,15.9800,15.8615,0.38,0.0600,13376,292156165
4400,lega,9.8200,9.8200,9.8400,9.8150,0.00,0.0000,107728,291566002
4401,lcap,9.9400,9.9100,9.9400,9.9100,0.00,0.0000,215283,291354000
4402,pvbc,16.2700,16.0900,16.3300,16.0300,-1.29,-0.2100,19124,291164656
4403,dbjp,50.3800,50.0030,50.4300,50.0030,1.73,0.8504,15221,291149617
4404,dyns,9.9100,9.8800,9.9300,9.8800,-0.30,-0.0300,8635,291119140
4405,znte,10.1200,10.1250,10.1250,10.1200,0.05,0.0050,57778,291093760
4406,borr,1.0800,1.0600,1.0900,1.0500,2.91,0.0300,1767820,290902532
4407,svfb,9.7746,9.8500,9.8500,9.7746,0.27,0.0262,503,290673500
4408,bltsu,10.0900,10.1090,10.1090,10.0900,-0.21,-0.0210,310,290633750
4409,nmg,6.0400,6.1800,6.3500,5.9400,3.00,0.1800,97241,290514971
4410,mg,9.6800,9.8600,10.0900,9.5400,1.34,0.1300,73383,290198326
4411,frgi,10.9900,10.9600,11.1250,10.8600,-0.36,-0.0400,47468,289996996
4412,sbii,0.0000,9.7305,0.0000,0.0000,0.00,0.0000,100,289697672
4413,qtnt,3.1000,2.8500,3.1210,2.8400,-7.47,-0.2300,416826,289529000
4414,nca,10.2800,10.3000,10.3100,10.2700,-0.19,-0.0200,40833,289395999
4415,bhr,4.7000,4.8600,4.8700,4.6800,2.97,0.1400,267575,289313000
4416,wdiv,67.0900,66.7242,67.3400,66.7242,-0.46,-0.3058,11624,289144650
4417,pbt,6.3300,6.2000,6.4100,6.2000,-1.43,-0.0900,48420,288974560
4418,cors,9.8400,9.7500,9.8400,9.7500,-0.10,-0.0100,330,288502500
4419,biotu,10.0000,10.0300,10.0300,10.0000,0.21,0.0215,11328,288361998
4420,fdbc,51.5000,50.9800,51.5000,50.9800,-1.39,-0.7200,2680,287715978
4421,qtt,1.0200,1.0000,1.0400,0.9901,-0.99,-0.0100,369428,287492000
4422,pcsb,18.6000,18.3900,18.7000,18.3900,-1.24,-0.2300,5581,287411333
4423,fixd,53.0900,53.2200,53.2498,53.0900,-0.11,-0.0600,311609,287388000
4424,arbgu,0.0000,9.9900,0.0000,0.0000,0.00,0.0000,101,287212500
4425,ebet,22.5000,21.4300,22.8300,21.2200,-5.84,-1.3300,83490,287162000
4426,thcp,0.0000,9.7000,0.0000,0.0000,0.00,0.0000,27,287059840
4427,kirk,21.3400,21.3000,21.6800,21.1100,0.14,0.0300,313899,287054412
4428,fron,9.7600,9.7600,9.7650,9.7400,0.00,0.0000,2606,287041600
4429,gwii,9.8200,9.7600,9.8200,9.7460,0.21,0.0200,8393,286944000
4430,espr,10.3800,10.1400,10.3899,10.0500,-0.98,-0.1000,343565,286733860
4431,phd,11.5700,11.5900,11.6000,11.5597,0.70,0.0800,24869,286713420
4432,taca,9.9400,9.9700,9.9700,9.9400,0.20,0.0200,1899,286637500
4433,sphb,75.2700,74.6900,75.9300,74.6700,-0.56,-0.4200,346018,286280869
4434,cas,9.9300,9.9500,9.9500,9.9100,-0.10,-0.0100,17817,286062500
4435,scvx,9.9400,9.9500,9.9600,9.9400,-0.01,-0.0011,9327,286062500
4436,voso,9.9400,9.9400,9.9500,9.9300,0.10,0.0100,149348,285775000
4437,acev,9.9200,9.9300,9.9400,9.9200,0.00,0.0000,39442,285487500
4438,dmb,15.4400,15.5200,15.5600,15.4400,0.13,0.0200,11570,285450777
4439,actg,5.9000,5.7500,6.0600,5.7200,-1.54,-0.0900,267725,285242751
4440,wrac,0.0000,9.9200,0.0000,0.0000,0.00,0.0000,2,285200000
4441,mfm,6.9500,6.9200,6.9500,6.9200,-0.14,-0.0100,23686,285018406
4442,dwld,0.0000,30.3100,0.0000,0.0000,0.00,0.0000,0,284914000
4443,nxp,17.0800,17.1500,17.1700,17.0100,-0.09,-0.0153,12601,284595675
4444,dty,25.4100,25.4000,25.4500,25.3700,-0.04,-0.0100,9678,284480000
4445,zeus,24.9800,25.6800,26.5000,24.9800,3.42,0.8500,56113,284465628
4446,foa,5.0500,4.7500,5.0700,4.7500,-6.86,-0.3500,276323,284438141
4447,fsbw,34.3100,34.5500,34.8800,34.1600,-1.31,-0.4600,15731,284358419
4448,kaii,9.7277,9.7100,9.7300,9.7100,0.00,0.0000,1315,284017500
4449,wilc,20.5000,20.4500,20.9999,20.4500,0.25,0.0500,549,283580497
4450,velo,9.8500,9.8630,9.8700,9.8500,0.13,0.0130,34038,283561250
4451,ldha,9.7700,9.8500,9.8500,9.7700,0.82,0.0800,299296,283187519
4452,gigb,53.9200,53.8444,53.9200,53.8432,-0.15,-0.0791,20673,282683100
4453,osi,0.0000,9.8100,0.0000,0.0000,0.00,0.0000,5,282037500
4454,lptx,3.3800,3.2300,3.3851,3.1799,-4.15,-0.1400,2437973,281905055
4455,noac,9.7800,9.8000,9.8100,9.7800,-0.20,-0.0200,8528,281750000
4456,ptic,9.7500,9.8000,9.8000,9.7500,0.00,0.0000,520,281750000
4457,mesa,7.9000,7.8500,8.0479,7.7800,-0.13,-0.0100,208861,281744577
4458,bdtx,7.6500,7.7800,7.8300,7.6100,1.57,0.1200,226993,281742228
4459,rgc,19.1200,21.7200,23.7900,18.9501,13.66,2.6100,170395,281645520
4460,nls,9.2000,9.1000,9.4200,9.0300,-1.94,-0.1800,495775,281469370
4461,ieo,65.2100,63.7000,65.2800,63.6000,-0.52,-0.3300,263298,281445264
4462,swag,9.9200,9.8500,9.9200,9.8500,0.00,0.0000,107144,281294999
4463,cdzi,6.8600,6.8100,6.8900,6.7250,-1.30,-0.0900,261973,281193255
4464,arbg,9.7850,9.7800,9.7850,9.7800,-0.10,-0.0100,881,281175000
4465,fvt,9.7300,9.7800,9.7800,9.7300,0.20,0.0200,7657,281175000
4466,kbwd,21.0000,20.9400,21.1500,20.9400,-0.19,-0.0400,134535,280954157
4467,shac,0.0000,9.7600,0.0000,0.0000,0.00,0.0000,1,280600000
4468,vii,9.7700,9.7600,9.7700,9.7600,-0.10,-0.0100,650,280600000
4469,blts,9.7300,9.7597,9.7597,9.7300,0.31,0.0297,738,280591375
4470,she,103.0300,102.0100,103.4579,102.0100,-0.97,-1.0000,5665,280527500
4471,gp,12.8200,12.8100,13.1366,12.6760,0.08,0.0100,49991,280375044
4472,biot,9.7600,9.7500,9.7700,9.7500,-0.10,-0.0100,7657,280312509
4473,ostr,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,38,280312509
4474,paqc,9.7500,9.7500,9.7500,9.7400,0.10,0.0100,1100,280312509
4475,gnac,9.7300,9.7400,9.7400,9.7300,0.05,0.0050,1588,280025000
4476,ftrp,4.8700,4.8500,4.8700,4.5500,6.83,0.3100,45673,279876956
4477,tmac,0.0000,9.7300,0.0000,0.0000,0.00,0.0000,15,279737500
4478,lndc,9.5400,9.4900,9.6400,9.4300,-0.52,-0.0500,52894,279591627
4479,nltx,6.6100,6.5900,6.7400,6.5800,-0.75,-0.0500,35758,279581217
4480,pke,13.8100,13.6500,13.8500,13.6000,-1.09,-0.1500,64608,279254566
4481,mhld,3.3200,3.2300,3.3500,3.2300,-2.71,-0.0900,37557,279137313
4482,boas,9.7000,9.6900,9.7000,9.6900,-0.21,-0.0200,3424,278587500
4483,luna,8.8500,8.7500,8.9916,8.7450,-1.69,-0.1500,85035,278241591
4484,lmnr,15.6700,15.7300,16.0000,15.5400,0.45,0.0700,17316,278191342
4485,grin,14.4400,14.5000,14.9023,14.3300,1.61,0.2300,179290,278187995
4486,emf,17.1900,17.1800,17.2787,17.1700,0.35,0.0600,33615,277809928
4487,afaqu,9.8500,9.9200,9.9200,9.8500,0.20,0.0200,600,277760000
4488,mcbc,8.1300,8.1100,8.1900,8.0700,-0.12,-0.0100,28780,277299690
4489,ih,4.9000,5.2000,5.2000,4.9000,6.78,0.3300,14587,277287275
4490,nxq,15.5800,15.6400,15.7400,15.5800,-0.19,-0.0300,10025,277084511
4491,fvcb,20.1000,20.2500,20.5100,19.9000,0.15,0.0300,9064,277067992
4492,tsi,5.8600,5.8000,5.8900,5.7800,-0.68,-0.0400,55463,276940946
4493,crnt,3.3300,3.3100,3.3850,3.3093,-1.19,-0.0400,229227,276320825
4494,mymd,7.0100,7.3900,7.5000,7.0100,6.33,0.4400,140311,276182782
4495,vcxa,9.7501,9.7500,9.7599,9.7300,0.00,0.0000,38857,276135999
4496,auid,11.6100,11.9100,11.9100,11.4700,3.57,0.4100,7228,275756994
4497,fen,13.9300,14.1800,14.2200,13.9300,2.01,0.2800,82461,275738622
4498,vhc,3.8900,3.8700,3.9400,3.8700,-0.51,-0.0200,101480,275671152
4499,frsg,9.8500,9.9132,9.9197,9.8500,0.13,0.0132,1000,275635970
4500,orrf,24.5380,24.4900,24.6900,24.4400,0.12,0.0300,10787,275608525
4501,mav,11.5300,11.5200,11.5329,11.4800,0.00,0.0000,76412,275404999
4502,smsi,4.9500,5.1400,5.3550,4.9300,4.05,0.2000,493666,275226943
4503,ftf,9.1000,9.1200,9.1200,9.0900,0.22,0.0200,67747,274865856
4504,sret,9.5600,9.5600,9.6200,9.5600,-0.05,-0.0050,205391,274860382
4505,xela,1.6600,1.6500,1.7400,1.6400,0.00,0.0000,7531003,274225000
4506,fad,119.2284,118.3532,119.2577,118.3532,-0.39,-0.4649,20534,273816282
4507,gdo,18.1700,18.3200,18.4100,18.0854,0.83,0.1500,20911,273719120
4508,nrim,44.3100,44.0900,44.4700,43.5600,-0.09,-0.0400,17908,273662794
4509,srra,22.0000,21.7800,22.7800,21.4600,-1.00,-0.2200,10060,273570782
4510,atnx,2.7800,2.5000,2.7850,2.5000,-10.71,-0.3000,1663265,273269350
4511,tmq,1.8000,1.8900,1.8999,1.8000,5.59,0.1000,204461,273013306
4512,drrx,1.2100,1.2000,1.2300,1.2000,-1.64,-0.0200,225359,272995416
4513,mtrx,10.4500,10.2200,10.6150,10.2200,-1.73,-0.1800,49195,272843626
4514,cslt,1.7300,1.7000,1.7500,1.6900,0.00,0.0000,167189,272428175
4515,pfsw,13.2300,12.9000,13.4000,12.7900,-2.86,-0.3800,46232,272191999
4516,cbay,3.8800,3.9400,4.0100,3.8515,1.81,0.0700,350485,271851875
4517,aqna,27.2600,27.1500,27.2700,27.0900,-0.04,-0.0100,5666,271500000
4518,aqb,3.8800,3.8200,3.9600,3.7715,-2.05,-0.0800,746527,271318319
4519,vrdn,16.0700,15.6500,16.5100,15.6150,-3.40,-0.5500,117731,270910874
4520,ueps,4.8200,4.7500,4.9000,4.7001,-1.66,-0.0800,34820,270732002
4521,mhi,11.8900,11.8800,11.9000,11.8500,0.17,0.0200,31873,270523626
4522,clpr,8.3000,8.4200,8.4450,8.1700,1.20,0.1000,70623,270505121
4523,skya,0.0000,9.7600,0.0000,0.0000,0.00,0.0000,1,270425004
4524,chn,26.2300,25.9100,26.5118,25.9000,-1.02,-0.2670,20328,270311257
4525,ibds,26.7900,26.7700,26.8400,26.7700,-0.22,-0.0600,66705,269871234
4526,hcaq,9.9200,9.9300,9.9300,9.9100,0.00,0.0000,35895,269132799
4527,infu,13.3100,13.0700,13.4225,12.9000,-1.21,-0.1600,41757,268830151
4528,geccm,0.0000,25.0484,0.0000,0.0000,0.00,0.0000,50,268764322
4529,cix,22.0000,21.6600,22.2300,21.5500,-1.50,-0.3300,6254,268707007
4530,tmtsu,0.0000,10.7200,0.0000,0.0000,0.00,0.0000,2,268000000
4531,mrln,22.2000,22.2800,22.3100,22.1500,-0.13,-0.0300,34879,267949439
4532,atmp,16.7500,16.6401,16.8500,16.5900,0.73,0.1201,107917,267598450
4533,psq,12.1100,12.1500,12.1600,12.0000,0.75,0.0900,4853347,267453053
4534,pipp,9.7600,9.7900,9.8000,9.7600,0.00,0.0000,68586,267252314
4535,ocn,28.7300,28.9600,29.0000,28.5000,1.19,0.3400,43638,266114308
4536,jce,16.6500,16.6000,16.8100,16.5200,-0.06,-0.0100,37561,266086064
4537,pkbk,22.3500,22.3400,22.4400,22.2201,0.31,0.0700,3372,265695048
4538,xpax,9.6700,9.6700,9.7300,9.6700,-0.21,-0.0200,42853,265455173
4539,crdf,6.5500,6.7100,6.7900,6.5300,2.13,0.1400,342697,265394785
4540,yrd,3.1500,3.0800,3.1500,3.0300,-2.53,-0.0800,36356,265389422
4541,svsvu,9.3100,9.2300,9.4000,9.2300,-6.66,-0.6591,909,265362001
4542,cmls,12.6200,12.9400,12.9550,12.4700,3.44,0.4300,20917,265086187
4543,vel,12.9300,12.8600,13.1050,12.8600,-0.62,-0.0800,4205,264838994
4544,cmsc,26.4500,26.4800,26.5800,26.4400,0.11,0.0300,35810,264800000
4545,hbio,6.6300,6.4900,6.6300,6.3600,-2.55,-0.1700,240360,264551422
4546,drtt,3.1500,3.1000,3.1500,3.0600,-2.52,-0.0800,54632,264517088
4547,fmao,22.8300,23.6400,23.6400,22.8300,2.60,0.6000,1049,264510324
4548,esca,19.3500,19.2300,19.4800,19.1000,-1.18,-0.2300,20843,264343002
4549,pana,9.7300,9.7900,9.7900,9.7300,0.00,0.0000,3407,264281049
4550,emkr,7.2200,7.1600,7.3900,7.1500,0.00,0.0000,182523,264093335
4551,vtn,13.6400,13.5500,13.6400,13.5000,-0.22,-0.0300,13036,263924190
4552,pcom,17.5400,17.6600,18.0000,17.4900,1.85,0.3200,13817,263837609
4553,shyd,25.0300,24.9400,25.0300,24.9400,-0.18,-0.0450,75301,263829685
4554,xair,11.2000,11.0100,11.4140,10.9000,-1.78,-0.2000,238161,263666147
4555,inod,9.8800,9.8100,9.9899,9.7800,-0.20,-0.0200,26936,263422004
4556,icad,10.6300,10.5200,10.7371,10.5100,-2.05,-0.2200,73329,263377594
4557,ckpt,3.1200,3.1800,3.2550,3.0950,1.92,0.0600,337435,263119156
4558,fmat,45.5100,45.4100,46.0600,45.4000,0.24,0.1100,107478,262838438
4559,prtg,19.3320,19.7100,20.9300,19.3320,-3.33,-0.6800,13133,262659658
4560,alco,34.9600,34.9000,34.9600,34.4500,-0.11,-0.0400,29759,262657539
4561,apen,9.3900,9.1500,9.4900,9.0000,-2.56,-0.2400,91168,262632157
4562,hrow,9.5800,9.7600,9.8626,9.5000,1.14,0.1100,72125,262484424
4563,tern,10.2600,10.4400,10.6400,10.1000,1.26,0.1300,36965,262363599
4564,bndw,79.3100,79.3000,79.3500,79.2798,-0.11,-0.0900,16335,262270793
4565,dim,66.7510,66.4523,66.7510,66.4523,-0.23,-0.1538,624,262172996
4566,emp,25.1400,25.1905,25.2100,25.1400,0.08,0.0205,7758,261981200
4567,ds,2.8700,2.8400,2.9199,2.8200,2.16,0.0600,861918,261522589
4568,grx,13.2100,13.1800,13.2682,13.1515,-0.23,-0.0300,18816,261082620
4569,ncmi,3.8000,3.2200,3.8000,3.1700,-14.59,-0.5500,1882019,261001614
4570,voxx,11.1400,10.8500,11.4799,10.8400,-1.81,-0.2000,160280,260276125
4571,ifv,22.6727,22.6200,22.9100,22.6200,-0.40,-0.0900,18750,260130045
4572,trca,0.0000,9.7600,0.0000,0.0000,0.00,0.0000,3,259967516
4573,ighg,75.4000,75.5500,75.5699,75.2401,0.11,0.0800,93455,259818489
4574,nc,34.0900,36.2000,36.3900,33.8708,7.04,2.3800,36183,259264798
4575,cban,19.1500,18.9600,19.4200,18.8000,-0.99,-0.1900,4747,259262794
4576,dlcau,10.0000,10.0101,10.1000,10.0000,-0.79,-0.0799,2400,259011337
4577,bwg,12.3800,12.3300,12.4300,12.3100,0.00,0.0000,39574,258806700
4578,pstl,18.6500,18.9100,18.9300,18.6500,1.12,0.2100,73484,258777998
4579,dhy,2.4800,2.5000,2.5000,2.4800,0.81,0.0200,930003,258768505
4580,sv,9.1000,9.0000,9.2000,8.9200,-0.22,-0.0200,35347,258750000
4581,silc,37.4400,37.5800,38.3900,37.4400,0.37,0.1400,9974,258611655
4582,mudsu,10.1650,10.2300,10.2300,10.1650,0.29,0.0300,2615,258358639
4583,ngvc,11.3900,11.4000,11.4700,11.3200,0.44,0.0500,37825,257858424
4584,odc,35.0000,34.7900,35.2000,34.7900,-0.40,-0.1400,10288,257770416
4585,cgtx,12.8800,12.3000,12.9777,12.0000,-3.68,-0.4700,525959,257725602
4586,lgi,19.8000,19.8000,19.9400,19.7800,0.15,0.0300,18346,257591287
4587,nath,63.0000,62.5500,63.0500,62.1000,0.71,0.4400,3807,257389121
4588,msgm,13.9800,13.8000,14.2000,13.2500,-1.99,-0.2800,9150,257175378
4589,twn,34.6100,34.4300,34.6150,34.4300,-0.04,-0.0145,3742,257153194
4590,wqga,9.8800,9.8300,10.1000,9.8200,0.00,0.0000,13618,257004996
4591,xers,2.0600,2.0500,2.0600,1.9500,-1.91,-0.0400,3876152,256924447
4592,agmh,8.9900,9.0100,9.3900,8.9900,-1.42,-0.1300,105020,256391001
4593,pfhd,19.2600,19.0900,19.2600,19.0000,-1.80,-0.3500,5640,256218000
4594,ear,6.6400,6.5200,6.7700,6.5000,-0.46,-0.0300,1201511,255994023
4595,suns,15.7400,15.9500,15.9500,15.5901,1.85,0.2900,26365,255982092
4596,bcbp,15.0000,15.0500,15.1800,14.9900,0.00,0.0000,11679,255891146
4597,imtm,38.2700,38.0900,38.4700,38.0900,-0.31,-0.1200,74776,255771493
4598,esxb,11.5700,11.3800,11.6000,11.3500,-1.39,-0.1600,22668,255647068
4599,cvcy,21.3200,21.3300,21.4200,21.1200,0.42,0.0900,20724,255623284
4600,oca,9.8900,9.9000,9.9000,9.8900,-0.20,-0.0200,3883,255543750
4601,scm,13.1700,13.1100,13.2791,13.0500,-0.53,-0.0700,41188,255461499
4602,eod,5.5600,5.6200,5.6600,5.5600,1.44,0.0800,267163,255339080
4603,bizd,17.2400,17.2000,17.2999,17.1601,-0.17,-0.0300,182265,255216300
4604,cybe,34.8000,34.8600,35.3000,34.7101,0.61,0.2100,42560,255014181
4605,jof,9.0700,9.0000,9.0700,8.9400,0.67,0.0600,41797,255005100
4606,wlfc,38.4800,38.3600,38.9625,38.3500,-0.26,-0.1000,4339,254591982
4607,pbyi,6.1000,6.2400,6.4089,6.0800,1.96,0.1200,330545,254461147
4608,scd,14.1400,14.1400,14.3500,14.0700,0.50,0.0700,44899,253975652
4609,vih,9.3400,9.7800,9.9200,9.3400,2.19,0.2100,990324,253512289
4610,nhs,12.9500,12.9600,13.0700,12.8750,0.08,0.0100,46809,253245981
4611,tmts,10.1200,10.1200,10.1300,10.1100,0.05,0.0050,285840,252999999
4612,infi,2.7000,2.8500,2.9150,2.6200,5.17,0.1400,1181118,252850686
4613,jpme,88.6500,88.7900,89.5800,88.6500,-0.37,-0.3300,3629,252687017
4614,lftr,9.7717,9.7600,9.7900,9.7500,-0.10,-0.0100,28270,252661004
4615,dakt,5.6800,5.5700,5.7400,5.5500,-1.59,-0.0900,36446,252639793
4616,cath,54.5400,54.2500,54.8786,54.2500,-0.59,-0.3200,32759,252262500
